Tempo ( s )	Posicao angular ( rad )
2.6550	0.014
2.6600	0.019
2.6650	0.025
2.6700	0.030
2.6750	0.035
2.6800	0.039
2.6850	0.046
2.6900	0.050
2.6950	0.055
2.7000	0.060
2.7050	0.064
2.7100	0.069
2.7150	0.074
2.7200	0.079
2.7250	0.083
2.7300	0.086
2.7350	0.091
2.7400	0.094
2.7450	0.099
2.7500	0.102
2.7550	0.107
2.7600	0.110
2.7650	0.113
2.7700	0.116
2.7750	0.119
2.7800	0.123
2.7850	0.124
2.7900	0.127
2.7950	0.129
2.8000	0.132
2.8050	0.134
2.8100	0.135
2.8150	0.137
2.8200	0.138
2.8250	0.140
2.8300	0.141
2.8350	0.141
2.8400	0.143
2.8450	0.143
2.8500	0.143
2.8550	0.143
2.8600	0.143
2.8650	0.143
2.8700	0.143
2.8750	0.143
2.8800	0.143
2.8850	0.141
2.8900	0.140
2.8950	0.140
2.9000	0.138
2.9050	0.137
2.9100	0.134
2.9150	0.132
2.9200	0.130
2.9250	0.127
2.9300	0.126
2.9350	0.123
2.9400	0.119
2.9450	0.116
2.9500	0.113
2.9550	0.110
2.9600	0.107
2.9650	0.102
2.9700	0.099
2.9750	0.094
2.9800	0.091
2.9850	0.086
2.9900	0.083
2.9950	0.079
3.0000	0.074
3.0050	0.069
3.0100	0.064
3.0150	0.060
3.0200	0.055
3.0250	0.050
3.0300	0.046
3.0350	0.041
3.0400	0.035
3.0450	0.030
3.0500	0.025
3.0550	0.020
3.0600	0.014
3.0650	0.009
3.0700	0.005
3.0750	-0.002
3.0800	-0.006
3.0850	-0.011
3.0900	-0.017
3.0950	-0.022
3.1000	-0.027
3.1050	-0.033
3.1100	-0.038
3.1150	-0.042
3.1200	-0.047
3.1250	-0.052
3.1300	-0.057
3.1350	-0.061
3.1400	-0.066
3.1450	-0.071
3.1500	-0.075
3.1550	-0.080
3.1600	-0.085
3.1650	-0.088
3.1700	-0.093
3.1750	-0.096
3.1800	-0.101
3.1850	-0.104
3.1900	-0.107
3.1950	-0.110
3.2000	-0.113
3.2050	-0.116
3.2100	-0.119
3.2150	-0.123
3.2200	-0.124
3.2250	-0.127
3.2300	-0.130
3.2350	-0.132
3.2400	-0.134
3.2450	-0.135
3.2500	-0.137
3.2550	-0.138
3.2600	-0.140
3.2650	-0.140
3.2700	-0.141
3.2750	-0.141
3.2800	-0.143
3.2850	-0.143
3.2900	-0.143
3.2950	-0.143
3.3000	-0.143
3.3050	-0.143
3.3100	-0.143
3.3150	-0.141
3.3200	-0.140
3.3250	-0.138
3.3300	-0.138
3.3350	-0.137
3.3400	-0.134
3.3450	-0.132
3.3500	-0.130
3.3550	-0.127
3.3600	-0.126
3.3650	-0.123
3.3700	-0.119
3.3750	-0.118
3.3800	-0.115
3.3850	-0.112
3.3900	-0.107
3.3950	-0.104
3.4000	-0.101
3.4050	-0.096
3.4100	-0.093
3.4150	-0.088
3.4200	-0.085
3.4250	-0.080
3.4300	-0.075
3.4350	-0.071
3.4400	-0.068
3.4450	-0.063
3.4500	-0.058
3.4550	-0.053
3.4600	-0.047
3.4650	-0.042
3.4700	-0.038
3.4750	-0.033
3.4800	-0.028
3.4850	-0.022
3.4900	-0.017
3.4950	-0.013
3.5000	-0.006
3.5050	-0.002
3.5100	0.003
3.5150	0.008
3.5200	0.014
3.5250	0.019
3.5300	0.024
3.5350	0.028
3.5400	0.035
3.5450	0.039
3.5500	0.044
3.5550	0.049
3.5600	0.053
3.5650	0.058
3.5700	0.063
3.5750	0.068
3.5800	0.072
3.5850	0.077
3.5900	0.080
3.5950	0.085
3.6000	0.090
3.6050	0.093
3.6100	0.097
3.6150	0.101
3.6200	0.104
3.6250	0.107
3.6300	0.110
3.6350	0.113
3.6400	0.116
3.6450	0.119
3.6500	0.123
3.6550	0.124
3.6600	0.127
3.6650	0.129
3.6700	0.130
3.6750	0.134
3.6800	0.135
3.6850	0.135
3.6900	0.137
3.6950	0.138
3.7000	0.140
3.7050	0.140
3.7100	0.140
3.7150	0.141
3.7200	0.141
3.7250	0.141
3.7300	0.141
3.7350	0.141
3.7400	0.141
3.7450	0.140
3.7500	0.140
3.7550	0.138
3.7600	0.137
3.7650	0.135
3.7700	0.134
3.7750	0.132
3.7800	0.130
3.7850	0.127
3.7900	0.126
3.7950	0.123
3.8000	0.121
3.8050	0.118
3.8100	0.115
3.8150	0.112
3.8200	0.108
3.8250	0.105
3.8300	0.101
3.8350	0.097
3.8400	0.094
3.8450	0.090
3.8500	0.085
3.8550	0.082
3.8600	0.077
3.8650	0.072
3.8700	0.068
3.8750	0.064
3.8800	0.060
3.8850	0.055
3.8900	0.050
3.8950	0.044
3.9000	0.039
3.9050	0.035
3.9100	0.030
3.9150	0.025
3.9200	0.020
3.9250	0.014
3.9300	0.009
3.9350	0.005
3.9400	-0.002
3.9450	-0.006
3.9500	-0.011
3.9550	-0.016
3.9600	-0.022
3.9650	-0.027
3.9700	-0.031
3.9750	-0.036
3.9800	-0.041
3.9850	-0.046
3.9900	-0.050
3.9950	-0.055
4.0000	-0.060
4.0050	-0.064
4.0100	-0.069
4.0150	-0.074
4.0200	-0.079
4.0250	-0.082
4.0300	-0.086
4.0350	-0.091
4.0400	-0.094
4.0450	-0.097
4.0500	-0.102
4.0550	-0.105
4.0600	-0.108
4.0650	-0.112
4.0700	-0.115
4.0750	-0.118
4.0800	-0.119
4.0850	-0.123
4.0900	-0.124
4.0950	-0.127
4.1000	-0.129
4.1050	-0.130
4.1100	-0.134
4.1150	-0.135
4.1200	-0.135
4.1250	-0.137
4.1300	-0.138
4.1350	-0.138
4.1400	-0.140
4.1450	-0.140
4.1500	-0.140
4.1550	-0.140
4.1600	-0.140
4.1650	-0.140
4.1700	-0.140
4.1750	-0.140
4.1800	-0.138
4.1850	-0.138
4.1900	-0.137
4.1950	-0.135
4.2000	-0.134
4.2050	-0.132
4.2100	-0.130
4.2150	-0.127
4.2200	-0.126
4.2250	-0.124
4.2300	-0.121
4.2350	-0.118
4.2400	-0.115
4.2450	-0.112
4.2500	-0.108
4.2550	-0.105
4.2600	-0.102
4.2650	-0.099
4.2700	-0.094
4.2750	-0.091
4.2800	-0.088
4.2850	-0.083
4.2900	-0.079
4.2950	-0.075
4.3000	-0.071
4.3050	-0.066
4.3100	-0.061
4.3150	-0.057
4.3200	-0.052
4.3250	-0.047
4.3300	-0.042
4.3350	-0.038
4.3400	-0.033
4.3450	-0.028
4.3500	-0.022
4.3550	-0.017
4.3600	-0.013
4.3650	-0.008
4.3700	-0.003
4.3750	0.003
4.3800	0.008
4.3850	0.013
4.3900	0.017
4.3950	0.024
4.4000	0.028
4.4050	0.033
4.4100	0.038
4.4150	0.042
4.4200	0.047
4.4250	0.052
4.4300	0.057
4.4350	0.061
4.4400	0.066
4.4450	0.071
4.4500	0.075
4.4550	0.079
4.4600	0.083
4.4650	0.086
4.4700	0.091
4.4750	0.094
4.4800	0.097
4.4850	0.102
4.4900	0.105
4.4950	0.108
4.5000	0.112
4.5050	0.115
4.5100	0.116
4.5150	0.119
4.5200	0.123
4.5250	0.124
4.5300	0.127
4.5350	0.129
4.5400	0.130
4.5450	0.132
4.5500	0.134
4.5550	0.135
4.5600	0.135
4.5650	0.137
4.5700	0.137
4.5750	0.138
4.5800	0.138
4.5850	0.138
4.5900	0.138
4.5950	0.138
4.6000	0.138
4.6050	0.138
4.6100	0.138
4.6150	0.137
4.6200	0.135
4.6250	0.135
4.6300	0.134
4.6350	0.132
4.6400	0.130
4.6450	0.127
4.6500	0.126
4.6550	0.123
4.6600	0.121
4.6650	0.118
4.6700	0.115
4.6750	0.113
4.6800	0.110
4.6850	0.107
4.6900	0.104
4.6950	0.099
4.7000	0.096
4.7050	0.093
4.7100	0.088
4.7150	0.085
4.7200	0.080
4.7250	0.075
4.7300	0.072
4.7350	0.068
4.7400	0.063
4.7450	0.058
4.7500	0.053
4.7550	0.049
4.7600	0.044
4.7650	0.039
4.7700	0.035
4.7750	0.030
4.7800	0.025
4.7850	0.020
4.7900	0.014
4.7950	0.009
4.8000	0.005
4.8050	0.000
4.8100	-0.005
4.8150	-0.011
4.8200	-0.016
4.8250	-0.020
4.8300	-0.025
4.8350	-0.030
4.8400	-0.035
4.8450	-0.039
4.8500	-0.046
4.8550	-0.050
4.8600	-0.055
4.8650	-0.058
4.8700	-0.063
4.8750	-0.068
4.8800	-0.072
4.8850	-0.077
4.8900	-0.080
4.8950	-0.085
4.9000	-0.088
4.9050	-0.093
4.9100	-0.096
4.9150	-0.099
4.9200	-0.102
4.9250	-0.105
4.9300	-0.108
4.9350	-0.112
4.9400	-0.115
4.9450	-0.118
4.9500	-0.119
4.9550	-0.123
4.9600	-0.124
4.9650	-0.127
4.9700	-0.129
4.9750	-0.130
4.9800	-0.132
4.9850	-0.134
4.9900	-0.135
4.9950	-0.135
5.0000	-0.137
5.0050	-0.137
5.0100	-0.137
5.0150	-0.137
5.0200	-0.138
5.0250	-0.138
5.0300	-0.138
5.0350	-0.138
5.0400	-0.137
5.0450	-0.137
5.0500	-0.135
5.0550	-0.135
5.0600	-0.134
5.0650	-0.132
5.0700	-0.130
5.0750	-0.127
5.0800	-0.126
5.0850	-0.124
5.0900	-0.121
5.0950	-0.119
5.1000	-0.116
5.1050	-0.113
5.1100	-0.110
5.1150	-0.107
5.1200	-0.104
5.1250	-0.101
5.1300	-0.097
5.1350	-0.094
5.1400	-0.090
5.1450	-0.086
5.1500	-0.082
5.1550	-0.079
5.1600	-0.074
5.1650	-0.069
5.1700	-0.064
5.1750	-0.061
5.1800	-0.057
5.1850	-0.052
5.1900	-0.047
5.1950	-0.042
5.2000	-0.038
5.2050	-0.033
5.2100	-0.028
5.2150	-0.022
5.2200	-0.017
5.2250	-0.013
5.2300	-0.008
5.2350	-0.003
5.2400	0.002
5.2450	0.008
5.2500	0.013
5.2550	0.017
5.2600	0.022
5.2650	0.027
5.2700	0.031
5.2750	0.036
5.2800	0.041
5.2850	0.046
5.2900	0.050
5.2950	0.055
5.3000	0.060
5.3050	0.064
5.3100	0.069
5.3150	0.072
5.3200	0.077
5.3250	0.082
5.3300	0.085
5.3350	0.090
5.3400	0.093
5.3450	0.096
5.3500	0.099
5.3550	0.102
5.3600	0.107
5.3650	0.108
5.3700	0.112
5.3750	0.115
5.3800	0.118
5.3850	0.119
5.3900	0.123
5.3950	0.124
5.4000	0.126
5.4050	0.127
5.4100	0.129
5.4150	0.130
5.4200	0.132
5.4250	0.134
5.4300	0.134
5.4350	0.135
5.4400	0.135
5.4450	0.135
5.4500	0.135
5.4550	0.135
5.4600	0.135
5.4650	0.135
5.4700	0.135
5.4750	0.135
5.4800	0.135
5.4850	0.134
5.4900	0.132
5.4950	0.130
5.5000	0.129
5.5050	0.127
5.5100	0.126
5.5150	0.124
5.5200	0.121
5.5250	0.119
5.5300	0.116
5.5350	0.113
5.5400	0.110
5.5450	0.108
5.5500	0.105
5.5550	0.102
5.5600	0.097
5.5650	0.094
5.5700	0.091
5.5750	0.086
5.5800	0.083
5.5850	0.079
5.5900	0.075
5.5950	0.071
5.6000	0.066
5.6050	0.063
5.6100	0.058
5.6150	0.053
5.6200	0.049
5.6250	0.044
5.6300	0.039
5.6350	0.035
5.6400	0.030
5.6450	0.025
5.6500	0.020
5.6550	0.014
5.6600	0.009
5.6650	0.005
5.6700	0.000
5.6750	-0.005
5.6800	-0.009
5.6850	-0.014
5.6900	-0.020
5.6950	-0.025
5.7000	-0.030
5.7050	-0.035
5.7100	-0.039
5.7150	-0.044
5.7200	-0.049
5.7250	-0.053
5.7300	-0.058
5.7350	-0.061
5.7400	-0.066
5.7450	-0.071
5.7500	-0.074
5.7550	-0.079
5.7600	-0.083
5.7650	-0.086
5.7700	-0.090
5.7750	-0.094
5.7800	-0.097
5.7850	-0.101
5.7900	-0.104
5.7950	-0.107
5.8000	-0.110
5.8050	-0.113
5.8100	-0.115
5.8150	-0.118
5.8200	-0.119
5.8250	-0.123
5.8300	-0.124
5.8350	-0.126
5.8400	-0.127
5.8450	-0.129
5.8500	-0.130
5.8550	-0.132
5.8600	-0.132
5.8650	-0.134
5.8700	-0.134
5.8750	-0.135
5.8800	-0.135
5.8850	-0.135
5.8900	-0.135
5.8950	-0.135
5.9000	-0.135
5.9050	-0.135
5.9100	-0.134
5.9150	-0.134
5.9200	-0.132
5.9250	-0.130
5.9300	-0.129
5.9350	-0.127
5.9400	-0.126
5.9450	-0.124
5.9500	-0.121
5.9550	-0.119
5.9600	-0.116
5.9650	-0.115
5.9700	-0.112
5.9750	-0.108
5.9800	-0.105
5.9850	-0.102
5.9900	-0.099
5.9950	-0.096
6.0000	-0.093
6.0050	-0.088
6.0100	-0.085
6.0150	-0.080
6.0200	-0.077
6.0250	-0.072
6.0300	-0.069
6.0350	-0.064
6.0400	-0.060
6.0450	-0.055
6.0500	-0.050
6.0550	-0.047
6.0600	-0.042
6.0650	-0.038
6.0700	-0.031
6.0750	-0.028
6.0800	-0.022
6.0850	-0.017
6.0900	-0.013
6.0950	-0.008
6.1000	-0.003
6.1050	0.002
6.1100	0.006
6.1150	0.011
6.1200	0.016
6.1250	0.020
6.1300	0.027
6.1350	0.031
6.1400	0.036
6.1450	0.041
6.1500	0.046
6.1550	0.049
6.1600	0.053
6.1650	0.058
6.1700	0.063
6.1750	0.068
6.1800	0.071
6.1850	0.075
6.1900	0.079
6.1950	0.083
6.2000	0.086
6.2050	0.091
6.2100	0.094
6.2150	0.097
6.2200	0.101
6.2250	0.104
6.2300	0.107
6.2350	0.110
6.2400	0.112
6.2450	0.115
6.2500	0.118
6.2550	0.119
6.2600	0.121
6.2650	0.123
6.2700	0.126
6.2750	0.127
6.2800	0.129
6.2850	0.129
6.2900	0.130
6.2950	0.132
6.3000	0.132
6.3050	0.132
6.3100	0.134
6.3150	0.134
6.3200	0.134
6.3250	0.134
6.3300	0.134
6.3350	0.134
6.3400	0.134
6.3450	0.132
6.3500	0.130
6.3550	0.130
6.3600	0.129
6.3650	0.127
6.3700	0.126
6.3750	0.123
6.3800	0.121
6.3850	0.119
6.3900	0.116
6.3950	0.115
6.4000	0.112
6.4050	0.108
6.4100	0.105
6.4150	0.102
6.4200	0.099
6.4250	0.096
6.4300	0.093
6.4350	0.090
6.4400	0.085
6.4450	0.082
6.4500	0.079
6.4550	0.074
6.4600	0.069
6.4650	0.066
6.4700	0.061
6.4750	0.057
6.4800	0.052
6.4850	0.047
6.4900	0.044
6.4950	0.039
6.5000	0.035
6.5050	0.030
6.5100	0.025
6.5150	0.020
6.5200	0.014
6.5250	0.009
6.5300	0.005
6.5350	0.000
6.5400	-0.005
6.5450	-0.009
6.5500	-0.014
6.5550	-0.019
6.5600	-0.024
6.5650	-0.028
6.5700	-0.033
6.5750	-0.038
6.5800	-0.042
6.5850	-0.047
6.5900	-0.052
6.5950	-0.057
6.6000	-0.060
6.6050	-0.064
6.6100	-0.069
6.6150	-0.072
6.6200	-0.077
6.6250	-0.080
6.6300	-0.085
6.6350	-0.088
6.6400	-0.091
6.6450	-0.096
6.6500	-0.099
6.6550	-0.102
6.6600	-0.105
6.6650	-0.107
6.6700	-0.110
6.6750	-0.113
6.6800	-0.115
6.6850	-0.118
6.6900	-0.119
6.6950	-0.121
6.7000	-0.124
6.7050	-0.126
6.7100	-0.127
6.7150	-0.127
6.7200	-0.129
6.7250	-0.130
6.7300	-0.130
6.7350	-0.132
6.7400	-0.132
6.7450	-0.132
6.7500	-0.132
6.7550	-0.132
6.7600	-0.132
6.7650	-0.132
6.7700	-0.132
6.7750	-0.132
6.7800	-0.130
6.7850	-0.129
6.7900	-0.129
6.7950	-0.127
6.8000	-0.126
6.8050	-0.124
6.8100	-0.121
6.8150	-0.119
6.8200	-0.118
6.8250	-0.115
6.8300	-0.112
6.8350	-0.110
6.8400	-0.107
6.8450	-0.104
6.8500	-0.101
6.8550	-0.097
6.8600	-0.094
6.8650	-0.091
6.8700	-0.086
6.8750	-0.083
6.8800	-0.080
6.8850	-0.075
6.8900	-0.072
6.8950	-0.068
6.9000	-0.063
6.9050	-0.060
6.9100	-0.055
6.9150	-0.050
6.9200	-0.046
6.9250	-0.041
6.9300	-0.036
6.9350	-0.031
6.9400	-0.027
6.9450	-0.022
6.9500	-0.017
6.9550	-0.013
6.9600	-0.008
6.9650	-0.003
6.9700	0.002
6.9750	0.006
6.9800	0.011
6.9850	0.016
6.9900	0.020
6.9950	0.025
7.0000	0.030
7.0050	0.035
7.0100	0.039
7.0150	0.044
7.0200	0.049
7.0250	0.052
7.0300	0.057
7.0350	0.061
7.0400	0.066
7.0450	0.069
7.0500	0.074
7.0550	0.077
7.0600	0.082
7.0650	0.085
7.0700	0.088
7.0750	0.091
7.0800	0.096
7.0850	0.099
7.0900	0.102
7.0950	0.104
7.1000	0.107
7.1050	0.110
7.1100	0.113
7.1150	0.115
7.1200	0.116
7.1250	0.119
7.1300	0.121
7.1350	0.123
7.1400	0.124
7.1450	0.126
7.1500	0.127
7.1550	0.127
7.1600	0.129
7.1650	0.129
7.1700	0.130
7.1750	0.130
7.1800	0.130
7.1850	0.130
7.1900	0.130
7.1950	0.130
7.2000	0.130
7.2050	0.130
7.2100	0.129
7.2150	0.129
7.2200	0.127
7.2250	0.126
7.2300	0.124
7.2350	0.123
7.2400	0.121
7.2450	0.119
7.2500	0.116
7.2550	0.115
7.2600	0.112
7.2650	0.110
7.2700	0.107
7.2750	0.104
7.2800	0.101
7.2850	0.097
7.2900	0.094
7.2950	0.091
7.3000	0.088
7.3050	0.085
7.3100	0.080
7.3150	0.077
7.3200	0.072
7.3250	0.069
7.3300	0.064
7.3350	0.060
7.3400	0.057
7.3450	0.052
7.3500	0.047
7.3550	0.042
7.3600	0.038
7.3650	0.033
7.3700	0.028
7.3750	0.024
7.3800	0.020
7.3850	0.014
7.3900	0.009
7.3950	0.005
7.4000	0.000
7.4050	-0.005
7.4100	-0.009
